,Vehicle_S1,Vehicle_S2,Vehicle_S9,SMAC_S3,SMAC_S11,SMAC_S12,ICB_S5,ICB_S13,ICB_S14,SMAC+ICB_S7,SMAC+ICB_S8,SMAC+ICB_S15
1110065P20Rik,4.70932539140132,4.77075374780965,4.63588830262912,5.39179807240888,4.90163994554985,4.47043664090204,4.35084558483515,4.64510355557024,4.55475046920827,5.157944136079,4.7617065492183,4.65557527624685
Rpp14,4.64305909156536,4.69538365928617,4.61120515065583,5.03026005605014,4.67176076615138,4.66027582809114,4.73400143619064,4.7127422724456,4.90307573085014,4.90685876162005,4.7617065492183,4.67455837961442
Dcun1d2,4.46271286739367,4.58138330630582,4.70049738405219,4.98546690611498,4.83348908985446,4.66027582809114,4.70995596222399,4.5606032103806,4.82122023665012,4.79128709917105,4.93570716159143,4.94632217467442
Atg12,4.60874843664974,4.73982662478032,4.67452344934368,4.96132081878327,4.59150462957174,4.5554475758385,5.0060602816534,4.54419323204311,4.7211274304254,5.12519798300754,4.8596369281304,4.5970796269367
Cep120,4.99617999490671,4.89666705402852,5.0165632399069,4.69755574945405,4.93204026350986,4.7456996019618,4.83132743701537,4.71029287450428,4.68387267150159,4.44615161312236,4.64295348008745,4.38295482158385
Dym,4.83039662529448,4.83946649789366,4.63833354904651,4.52048731862709,4.79541387230844,4.55343263830303,4.83132743701537,4.86584623968759,4.90307573085014,4.73367182849169,4.8525183526307,4.60558276574197
Lpcat1,4.31731153412413,4.62265510882051,4.57337007042236,4.9016660138899,4.90419791615063,4.82634683521864,4.64380362721906,4.51080246385865,4.77042704636767,4.84668954270609,4.92443604925641,5.12452966900265
Fer,4.92545882226609,4.67590941478301,4.78016166821749,4.80728719011085,4.77319676274574,4.68625431854446,4.83627241200539,4.49949823332334,4.77042704636767,4.86313738419073,4.78930677437575,4.5537955292079
Fbxo9,4.65991319727624,4.50618863091354,4.63588830262912,5.08044581321835,4.77599268424269,4.67702989427414,4.59503990823284,4.76560295799323,4.48951112097017,4.90459037272365,5.06450893261847,4.80334097536538
Exosc7,4.51922250802138,4.80103177497801,4.68874898817674,4.82077041947448,4.73347403598981,4.74746328805051,4.59211947193013,4.8211425844708,4.95517469331898,4.7888293557472,4.66479223262339,4.81560886426132
Gdap2,4.89730778195194,4.81889819577152,4.77572601509724,4.67990788363463,4.65970054928758,4.69542013743659,4.59503990823284,4.80745683718486,4.64914909302425,4.63038901168087,4.7743176001563,4.9640649968094
Plcb4,5.02248327666095,4.91061972603876,5.12341130894167,4.68581452460135,4.73921611338442,4.93403664051799,4.82138634658122,4.95337381206709,4.62075565424842,4.36927509016342,4.53148200292938,4.23369710487762
Setd6,4.59829407901258,4.92992950816027,4.40552008571565,4.70047618575676,4.73634793144392,4.65276666323513,4.52326411020227,4.90706890241411,4.97773929861455,4.84905074624608,4.72839239485215,4.92383231876552
Tmem68,4.75710111597073,4.67590941478301,4.56311086245478,5.12242611933558,4.50651953949013,4.71898226358602,4.69913907900484,4.59818250818275,4.88229581340189,4.96679471308888,4.65936345842495,4.77597869751028
Gm20605,5.10110298441105,4.32218168752281,5.05184325506504,4.35612899305932,4.91184472755591,5.77927751726289,4.51711843513292,4.58487341895386,4.79286942177497,4.44926758634422,4.35802394490703,4.70125100118777
Tut1,4.85402368422314,4.7980324079083,4.63588830262912,4.59457052628669,4.88878161586095,4.66774611036593,4.77578376027916,4.99421716372799,4.74104988796613,4.6816302964356,4.7617065492183,4.527187694341
Ube2l6,2.87004570194748,3.12325946389425,3.15021672271575,4.65603648001578,5.3604895741672,4.26415004207757,6.24559075058157,5.36348344933641,5.09073867605411,6.64710719734445,6.34666904993945,3.80210842933493
Nhlrc2,4.64982437965266,4.50618863091354,4.83235225897504,4.74358781116347,4.96426675041608,4.75098420509007,4.83873855797495,4.62703737085493,4.38365244953653,4.72341262052412,5.0228397533174,4.86602430339155
Ascc1,4.80334530073996,5.01505325761786,4.72371099897122,5.10489885694289,4.46554083074318,4.68625431854446,4.58332252369297,4.91984562096983,4.88229581340189,4.7590051403648,4.65664139150252,4.30155913403544
Bhlhb9,4.77577704073116,5.12923831638367,4.618654539191,4.45628186235907,4.64141905810617,4.74922482067582,4.78092248357813,4.78900485051832,4.85817495826755,4.85376159138159,4.6291344564144,4.61964423223227
Fam126a,5.22406047378076,4.89104798152736,5.11114043874881,4.42836911663866,4.74207860448399,4.79939553111902,4.68550291849945,4.4881047285722,4.44971011291219,4.69481772866792,4.73614883848658,4.63910284183241
Zfp64,4.72862594736026,4.81593578191566,4.89504257224662,4.76327401386271,4.80365786640335,4.7332930570939,4.71533414195055,4.4881047285722,4.64914909302425,4.62764102029596,4.60392166838799,5.06411490848406
Tada2a,4.56288874288138,4.701817092649,4.48102717364169,4.8630889817792,4.72481783977583,4.87878445444473,4.58332252369297,4.8234109733672,4.88826353666152,4.718255528202,4.69958990383379,4.95964970632141
Sema6d,4.53026359538688,5.28088337656199,4.92339117638965,4.31860555041312,4.02781074560424,4.74393375713805,5.26451615288942,4.17650581154087,5.43245643158038,4.36598126443838,5.41309218956209,4.40585522369393
Tmcc1,4.90298210604521,4.86548775514133,4.9373592872822,4.41420757921493,4.90930029119815,4.54737088551582,4.77320751845012,4.65022404023884,4.63856693036488,4.72598427011929,4.70223220318209,4.81560886426132
Aktip,4.82741584935624,4.93812666112689,4.89708604998329,4.96132081878327,4.79265537234588,4.63953083607844,4.55060020249186,4.52759444827907,4.83981591890563,4.5942502521115,4.34116983919615,4.96846681575705
Pcdhgc4,4.40789560683052,5.21494524222423,4.7867896815946,4.72649744300444,4.31987420004956,5.08115278746284,4.20936268745946,5.50445473649856,6.0033971325386,4.1721579952987,4.18369376434472,4.25907179238148
Spryd3,4.88589173788618,4.50985961264203,4.90928650358882,4.59457052628669,4.87319879965643,4.76324018327094,4.66062824986042,5.01421325709868,4.80553861441785,4.59986932461266,4.7617065492183,4.48479696251794
Aldh4a1,4.68318297659909,4.69538365928617,5.20485487357101,4.52048731862709,4.59467538917968,4.7456996019618,4.64098034835153,4.66547734575452,4.65265930166807,4.38563235201975,4.92217122141154,5.14994365344626
Rnaseh2b,4.51552328794107,4.74294934253822,4.38528154683584,5.2751911900335,4.86534381632686,4.50837675389996,4.52632715814883,4.68556741857333,4.73443958984531,5.06350093177924,4.7231981676719,4.83502305180767
Col6a1,4.10726046298945,4.53529821954326,4.33189722257247,4.51386184181205,4.87580765215919,4.8916013741976,4.14705038237603,4.46213551665233,4.76395029007621,4.63038901168087,5.09900539425048,6.49817835603481
Lyrm9,4.48558301671393,4.42296951944038,4.81083515556125,4.75486994131585,4.73634793144392,5.07695076010129,5.15992725161222,4.87462311871738,4.90602000746568,4.75145174593317,4.51354152252832,4.36303236404312
Gmnn,4.48935970745941,4.87405824593569,4.32280457667046,5.24750325238569,4.5496377730261,4.5734564856431,4.38499380724699,4.66294630117395,4.86424308515639,5.26615113328038,4.70486967199872,4.91245453865172
Kbtbd4,4.66993195310123,4.83361970147829,4.72601194848749,4.82612862448567,5.01248159809136,4.62617245322342,4.56258527695057,4.65022404023884,4.58077917853748,4.82526298489477,4.95798860896743,4.57704187370016
Nqo2,4.54847968386987,4.71777627132866,4.70982769977971,4.87864379597405,4.83080250613416,4.54331552081914,4.72336400520838,4.68307140576926,4.80238173123066,4.83244058696781,4.77682663564242,4.80087482939582
Sh3bp5,4.52291226717044,4.54606465041233,4.59367218263366,4.56603277081119,4.68372100079271,4.75449655019896,5.22169754427058,4.54968399049156,4.62075565424842,4.85376159138159,5.24024093034537,4.69329494219601
Etfrf1,4.75082169347445,4.85108948153274,4.85144703090725,4.79640913638034,4.45161845451081,4.77019713486363,4.90142188600112,4.91984562096983,4.83054803880524,4.83244058696781,4.41067088263141,4.47863816963916
Slc25a24,4.64305909156536,4.87974375099205,4.7028356261214,4.18319137538591,4.83348908985446,4.56347930175111,4.69913907900484,4.89848779137031,4.78008798676089,4.81322038541392,4.85489511600333,4.99027667995314
Exoc6,4.6732561366938,4.68243008143561,4.69110633353929,4.69755574945405,4.78712249867705,4.67702989427414,4.87042063441723,4.67304394548166,4.46974786614874,5.12908927340682,4.76928640049449,4.71441436842853
Megf9,5.04318598228,4.51352127714801,5.35065815068113,4.53691910264612,5.15461173480508,4.73507196612433,4.4314828251222,4.49096155136885,4.21346338750212,4.48917446162863,4.50145604837075,5.37219765357456
Usp42,4.70932539140132,4.82185453910293,4.83661743589059,4.34870197515925,4.90419791615063,4.86097317832827,4.84365823892609,4.61661134505722,4.79286942177497,4.50722718987413,4.89471227911814,4.69595183989147
Zdhhc9,4.83633976466051,4.85686604597054,5.00713382698697,4.41776101707268,4.90675135936745,4.64521820891397,4.8263654543393,4.7866816695962,4.52057977876072,4.47701257682712,4.65936345842495,4.88477608700477
Anapc13,4.62943259082148,4.75227714469334,4.5835568385416,5.12677486427383,4.69558289734602,4.71538227409262,4.7680411922814,4.53037420837005,4.97213114756464,4.87708780754836,4.6836336669982,4.48172085252335
Ilvbl,4.76023060752517,4.67917343210491,4.77794554636715,4.88635876110205,4.37991698915662,4.59516639661221,4.84856120045349,4.91134039344238,4.78008798676089,4.7888293557472,4.74129672991079,4.66374149639527
Slc19a2,5.19428951970907,4.61585794646675,5.26147012730084,4.61328683255645,4.80639542897218,4.5754436692092,4.35774019791355,4.9881638889416,4.11511560618867,4.58010606979123,4.67827546198701,5.02238546166937
Atg2a,4.91145196427221,4.52445083730627,4.95315898020564,4.39630790740636,4.76195857512296,4.77539292093896,4.86800810034184,5.13418972532608,4.53206017123217,4.42731310770291,4.86907405117309,4.65284289845871
Rprd1a,4.71256013500062,4.63279118124705,4.95512183090419,5.01156900866056,4.65970054928758,4.68992763699204,4.75765270425528,4.74421170058316,4.59544456571923,4.80107641605848,4.60674494725551,4.63910284183241
Fez1,5.01987442415819,4.99161545808378,4.90928650358882,4.939238320705,4.33512078888118,4.81293411766036,5.05354293824112,4.3183584443851,4.98889062015065,4.76151417585092,4.67827546198701,3.99135856604875
Ift27,4.50063081979443,4.94898424795897,4.58609233135747,5.03026005605014,4.55290179034799,4.76846103953873,4.48913424876277,4.84813065203976,4.91773739200555,4.718255528202,4.69694275622709,4.74038617766959
2310022A10Rik,4.69304197879981,4.80999264254963,4.82163382155383,4.73791348707019,4.79265537234588,4.46401513902034,4.66062824986042,4.83694691354708,4.73443958984531,4.69218986812188,4.84297194862751,4.7065307693527
Naa38,4.52291226717044,4.63279118124705,4.53188811005255,5.4257243953831,4.74778660417877,4.55946902803369,4.64943366379193,4.45337418380958,4.78968466321701,5.11934129685526,4.64295348008745,4.71441436842853
Hes6,5.00675892436793,4.65616869573341,5.08628107835592,4.90925916321213,4.47245195792798,4.63572675993667,4.78859641146355,5.04758320151826,4.82433620987197,4.5942502521115,4.30338280900594,4.46312517026784
Dcun1d4,4.9058109207572,4.7980324079083,5.0844889103728,4.49043008477091,4.87841179553934,4.79769423960006,4.66896755077315,4.49665828153838,4.44566894769033,4.6656445922629,4.90850707783841,4.64736256882634
Nfxl1,5.12071511366502,4.70502308294809,5.01091299101016,4.58512052498187,4.63219070015263,4.87233304049282,4.62392365658009,4.61136994041507,4.57708941938842,4.6656445922629,4.71013018845942,4.66916007568859
Rab11fip3,4.73818025407351,4.99161545808378,4.84299165115335,4.32618872183218,4.69558289734602,4.80109481876058,4.90142188600112,4.90920622879152,4.51673258970519,4.54558330490518,4.85726797022391,4.65010533588988
Scrn3,4.76023060752517,4.54963567956453,4.87651984225061,4.75767674189162,4.81729402690874,4.60492756403099,4.93407927163955,4.77968959593788,4.71106207535894,4.85845710420315,4.61237498382838,4.49703623033255
Zdhhc15,4.72862594736026,4.83946649789366,4.755595059991,5.19048035897904,4.67775327753308,4.81965606361656,4.76025684763544,4.39661488493423,4.5917921712599,4.7888293557472,4.67289728226044,4.53314310028336
Tmem63a,4.62943259082148,4.3714392188003,4.87237118363075,4.24049743543695,5.02428767904054,4.87233304049282,4.97724974583538,4.70538156749435,4.63502222332147,4.62212928468693,5.07474085522943,4.73005349220612
Rilpl1,4.99617999490671,4.66607281957928,4.91130991912512,4.6650346071531,4.79265537234588,4.64142911930085,4.79114534329425,4.90706890241411,4.69071821241599,4.53095138393793,4.7335679879935,4.42839779234502
Zdhhc18,4.58070001899784,4.77990406415566,4.80213764592803,4.49380086911015,4.62600550293643,4.76149569086867,4.73929088314564,4.81203319325339,4.77365455339806,4.6026706750868,4.95798860896743,4.82291983450607
Rps6ka1,4.83930217851637,4.79502679215268,4.94528076245285,4.54668908382742,4.72481783977583,4.70815523310167,4.72336400520838,4.7866816695962,4.66313897274219,4.60546659658375,4.7231981676719,4.69063314247249
Msantd3,4.71256013500062,4.75846234190955,4.74428861465431,4.94417483549887,4.7898915878974,4.50421012272685,4.63247720954627,4.64510355557024,4.64914909302425,4.97546608429361,4.51354152252832,4.86602430339155
Yars2,4.53757765435219,4.6428565363135,4.59367218263366,4.84208486132126,4.77599268424269,4.58533873571484,4.48913424876277,4.41478127448397,4.76719230276836,5.00329340922268,4.92669732721291,5.14606283055229
Antxr2,4.43164420960312,4.52445083730627,4.85775620294874,4.56923165247851,4.94700352685085,4.83632516922746,4.59211947193013,4.63222226427351,4.37092270482144,4.678978282746,4.83336195445369,5.44665497461288
Tfb2m,4.79726438534778,4.82774911335379,4.70982769977971,4.80185841591242,4.79541387230844,4.76846103953873,4.46379537495459,4.69798311517319,4.60272173141816,4.66296300219551,4.67558887826671,4.91701642400497
Dnajb9,5.37049966618903,5.05580286978066,5.04264236264902,5.00449695998506,4.22484759266379,4.56147555831666,4.64380362721906,4.32157157498029,4.67008336661199,4.61936550023846,4.62356956989687,4.57992150547634
Zfp335,4.82143575772286,4.44614584180648,4.75784575473904,4.24049743543695,4.95442735990929,4.87071566920135,4.8238780484802,4.75375810458635,4.47372223516604,4.72341262052412,4.85013766720451,4.99027667995314
Apip,4.48935970745941,4.78899671005766,4.36475505161774,5.42395855055935,4.60099607854904,4.49163753735558,4.71801573201794,4.30543387829561,4.90895828758702,5.06756200424517,4.73872508031561,4.79592985440581
Ccnq,4.3958730785813,4.64952797035638,4.54497980643091,5.38818002652296,4.67775327753308,4.73507196612433,4.56556605288881,4.66294630117395,4.8086886048415,4.99904706313754,4.6942907425375,4.56255686205065
Fbxl18,4.41188095478169,4.63615410827301,4.95315898020564,4.47686763432985,4.84418567298596,4.86909648267798,4.61819298354002,4.76324175445324,4.85817495826755,4.6656445922629,4.8309494203783,4.74552490096856
Rgs5,5.09367915135262,5.36638599107402,5.33867929584474,5.21110537130729,4.84950437040494,4.72077889525145,4.10259407654627,4.26261101864479,5.07512775683783,4.13780649050793,3.5059999735157,4.99027667995314
Arhgap9,4.48179641338294,4.92443874971182,4.42547863581517,4.99024800424678,4.5098824665161,4.57146656113329,4.70995596222399,4.82567580121206,4.93225154903886,4.74892513400737,4.92669732721291,4.5942340736653
Fam160a2,4.87149346427759,4.77990406415566,4.74428861465431,4.10158865654408,4.83080250613416,4.90272352761549,4.80634508045804,4.91134039344238,4.86726760416955,4.60825711010538,4.64020024444099,4.57415648265658
Chtf18,4.52659261365839,4.99161545808378,4.65533520251747,4.63787009046604,5.0476138952073,4.86747547684352,4.39842994665269,4.90063785889328,4.73112304806084,4.55718292551111,4.66208039904129,4.66102455577893
Zfp991,4.72542706569294,4.56383205528023,4.84087004041675,4.79913634898999,4.7898915878974,4.56947388810808,4.88957703259424,4.73218917233395,4.58077917853748,5.07766495198084,4.43946176131224,4.62523066725085
Zfp651,4.58423603802508,4.60560177738969,4.61369255651492,4.76606452738434,4.84684747270948,4.83632516922746,4.68550291849945,4.47662052830183,4.87329768626457,4.63313177874441,5.00582915045845,4.69860385358107
Syt11,4.47799984529486,4.50985961264203,4.68874898817674,4.43889978413083,4.91184472755591,4.53108057788599,4.70725933519422,5.02410832360433,4.74434371369118,4.59706252403688,4.78183165381361,5.21065772925146
Taf6l,4.62600576013454,4.78597219104449,4.65774773659286,4.82077041947448,4.5594077542074,4.64521820891397,4.57150919225484,4.78202405444221,4.90012543321483,4.5857803938845,4.86672055140012,4.81560886426132
Ptprg,4.85109137621998,4.87690379920709,4.85775620294874,4.27617028409272,4.7703954122716,4.82300532812925,4.73400143619064,4.60874207986903,4.64914909302425,4.4831063347398,4.90850707783841,4.75064538563716
Arid4b,4.88875422898576,4.60902860807663,4.97072923170177,4.65603648001578,4.70734805972137,4.85934301426682,4.87282914088795,4.66294630117395,4.8086886048415,4.58860920859649,4.70223220318209,4.25186730779214
Pomt1,4.57360187409667,4.69860396205381,4.40552008571565,4.49716379613612,4.68372100079271,4.691760794851,4.6717366399935,4.66547734575452,4.78329397705998,4.77647743919191,5.01860586901418,5.10267023503891
Hspa4l,4.78502511753317,4.70822196461541,4.83448642362589,4.44239299416893,4.57875144119117,4.55343263830303,4.74456100787692,4.53314862276526,4.67008336661199,4.56294794833087,5.07270026784413,5.0743613651981
Zswim4,5.18500424202,4.88540693801235,5.00524052613665,4.33748926295948,4.71027441983403,4.92627184760362,4.73664858379734,5.0591789374137,4.44161643086586,4.36267990134813,4.5667072329412,4.34283093655013
Il17ra,4.90863419962473,4.50618863091354,4.89708604998329,4.20392010900828,4.53980117782237,4.69907022171354,4.94785212126128,4.7726634698385,4.56223528517129,4.63586934131324,4.9950947628345,4.88477608700477
Fah,4.95580343126208,5.03557193295506,4.94132546171387,4.67397696041684,4.32751763536336,4.78057006180885,4.85588454125935,4.57682863022236,5.01367034262913,4.22765310789041,4.99939810693763,4.1547800476534
Rab23,4.76957855626205,4.72411083711877,5.01279886714914,4.59142739859271,4.80912780676032,4.85444144089654,4.4314828251222,4.61136994041507,4.50512908178504,4.63586934131324,4.8309494203783,4.76589869115285
Nup43,4.38780203632329,4.94627750224775,4.39109301508037,4.97344437786576,4.65058876084602,4.41381039702424,4.45417737239299,4.47950016007802,4.7864928587273,5.25906606052187,4.71275327107455,5.08047448892472
Coq3,4.6362619292116,4.68892140865647,4.72140637381517,5.12677486427383,4.61042549146897,4.64710902837321,4.73400143619064,4.64766606963806,4.86726760416955,5.08969583510673,4.44578245068159,4.31198830022971
Nsrp1,4.9988320085963,4.74294934253822,4.75334084853099,4.24049743543695,4.77599268424269,4.92315419098055,4.88719634716806,4.88551965874201,4.82433620987197,4.48006267318707,4.49232503661862,4.51520261988229
Stk19,4.56646863315718,4.66935914227795,4.69815534613381,4.80999393582208,4.78712249867705,4.81293411766036,4.5201945451275,4.59553049449315,4.86726760416955,4.85845710420315,4.63744174447843,4.69329494219601
Asap2,5.06865345809388,4.87974375099205,5.1832472858743,4.32996541257767,4.75347210923513,4.77366307056277,4.59503990823284,4.74421170058316,4.53966332474999,4.44926758634422,4.63744174447843,4.55964232562327
Slc39a11,4.94484273245667,4.67263799605496,4.81083515556125,4.77440382829707,4.58195032285849,4.5554475758385,4.55959832962917,4.72735196732995,4.68387267150159,4.53974833217509,4.76423759379887,4.89174564181961
Rbbp8,4.68318297659909,5.10274400677646,4.54758394981106,4.67100233041273,4.6566696762382,4.61655445066183,4.72603072508206,4.47373513725826,4.72446700377053,4.6816302964356,4.65391417889287,4.96626758508592
Plpp5,5.21496543946107,4.53889596465186,4.9173631939115,4.91681255764377,4.69853319498133,4.75274144652643,4.37822851915969,4.80745683718486,4.57339019930811,4.50722718987413,4.51354152252832,4.67993655934099
Cers4,4.89730778195194,4.65947763076399,4.88478154008017,4.459733287548,4.5594077542074,4.83798153570204,4.59795444466022,5.00424985395704,4.72779886446828,4.63860171910137,4.41711869242945,4.81316361784393
Wdr76,4.76335332528307,4.89946840450266,4.78458372544479,4.73221675690067,4.71319485613674,4.86747547684352,4.68550291849945,4.23220180063539,4.52824351545888,4.77895629726033,4.82125873715209,4.69063314247249
Wdfy2,4.82741584935624,4.55675132920958,4.74428861465431,4.449354141768,4.5496377730261,4.72794313115764,4.94556575780195,4.60610942395438,4.38787085909433,4.93380482197039,4.96460648773194,4.80334097536538
Cpt1c,4.93102370878361,4.52445083730627,5.11465706459943,4.51386184181205,4.55290179034799,4.98426210962546,4.94556575780195,5.07068221463067,4.57339019930811,4.34271148511553,4.56960421190838,4.37302798167856
Med7,4.74135101368145,4.98635494162308,4.69345983331226,4.73791348707019,4.61042549146897,4.60492756403099,4.66896755077315,4.64253648186644,4.89716908988342,4.73367182849169,4.6291344564144,4.5479249410834
Bcl7b,4.52291226717044,4.83068739347513,4.67452344934368,4.70629938252603,4.91438468426988,4.6338209537931,4.76025684763544,4.49381272826698,4.7864928587273,4.78143090342604,4.76928640049449,4.61964423223227
Gpatch2l,5.06106030877165,4.86835024624091,4.95315898020564,4.48027021855069,4.77599268424269,4.59516639661221,4.80382288568821,4.73460170640934,4.53206017123217,4.53974833217509,4.68095705205439,4.45059353845922
Ptpn12,5.09615800942104,5.05831190526678,5.12515580134393,4.06126225665718,4.63834949303141,4.61848318763477,4.64380362721906,4.54968399049156,4.43755249848596,4.79128709917105,4.64570147147236,4.79345099633738
Mier2,4.59479239030102,4.85686604597054,4.77794554636715,4.65000639792076,4.84684747270948,4.84458805000992,4.51711843513292,4.59287359679768,4.71106207535894,4.50722718987413,4.73614883848658,4.81804997320395
Zbtb11,4.60178728905067,4.64952797035638,4.81732404974271,4.69462938934139,4.83617067992184,4.67702989427414,4.94327576519275,4.56603198457904,4.5917921712599,4.86079914212153,4.82853284520541,4.3862486473089
Arhgef40,4.83930217851637,4.97045731474288,4.96878751533748,4.49043008477091,4.72770901317005,4.99766185029665,4.50785055503252,4.90278472690983,4.63502222332147,4.20202079586067,4.47697707228518,4.73264360967183
Irgm2,1.62428928754552,2.18426053602618,3.09431839742134,4.26831886313146,4.85215638409454,4.27397268455612,6.9163843886135,5.74720174318898,5.51190913138098,7.01832024536402,7.09724983292369,3.8601140327705
Snn,4.6362619292116,4.49881852527653,4.96099441041414,4.70920219042866,4.7898915878974,4.69359162636687,4.78092248357813,5.28500455022538,4.54722661882646,4.47395601839379,4.43946176131224,4.63079555376838
Dna2,4.55209546280737,4.69215615225577,4.47829996103204,4.9515480800361,4.89651035777823,4.79428562598634,4.26543302298122,4.45337418380958,4.54344992808097,4.72341262052412,4.78930677437575,5.30417350208562
Nxt1,4.36742464895193,4.60902860807663,4.44795535203604,5.2574529127933,4.7703954122716,4.66027582809114,4.40176951999782,4.54143999639665,4.67699449379679,5.12519798300754,4.68095705205439,4.90098631418602
Ccdc88c,4.95307105347395,4.7304177107296,4.88889471475764,4.37818335947044,4.96181318683,4.88840780335089,4.50163872609926,4.38744518219438,4.33204533625449,4.6842774440423,4.61237498382838,5.12057978278205
Tasor,4.66660009240348,4.67590941478301,4.91130991912512,4.5819567187997,4.69853319498133,4.87394860061785,4.8163899951255,4.57144040718633,5.02454839635964,4.79128709917105,4.66479223262339,4.15863752332291
4930402H24Rik,4.88875422898576,4.36739805357844,5.18826245329164,4.26437707095009,4.57875144119117,4.8560771497349,4.90142188600112,4.85035703371754,4.97493794814041,4.65758482246895,4.60392166838799,4.30155913403544
Hdac6,4.93379812317882,4.95707414789107,4.84933782725541,4.30715552966958,4.96916139477479,4.72436546028293,4.70725933519422,4.73218917233395,4.63856693036488,4.3758402666391,4.60392166838799,4.63079555376838
Fmc1,4.47037660409184,4.27980874333473,4.35586778506855,5.44326497669223,4.95442735990929,4.64332490806365,4.90848239784639,4.38437561711961,4.63502222332147,5.20847169468679,4.58400248551697,4.55672188932056
Net1,4.57715531195443,4.87120706903756,4.45906374216912,4.81808383575417,4.91438468426988,4.57940984364087,4.4954000351195,4.17650581154087,4.42118131525707,4.69218986812188,4.98427990678636,5.43238644581433
Parp10,3.528429272138,3.82333044208678,4.06007418412215,4.11915593650534,4.41621311837961,4.42927588246924,5.94270269863471,5.6924092703486,4.93801657185862,5.66898958574119,5.92951894954963,3.86484418468289
Wtip,4.80940069280251,5.07327516860777,4.618654539191,4.74641662587545,4.56911201752925,4.67332354659432,4.2836491114642,4.8005649687877,4.97773929861455,4.40501936323314,4.67827546198701,4.77597869751028
Bcl7a,4.69304197879981,4.81296727255374,4.98616959356572,4.90420150670576,4.70441575171821,5.02409364380521,4.50474798385638,4.49381272826698,4.63146878546372,4.29154672448903,4.68095705205439,4.67724997562069
Smarcal1,4.78502511753317,4.6428565363135,4.58101688182763,4.50386622417661,4.99338858108327,4.82968062073653,4.78348499764595,4.66294630117395,4.7076912910197,4.5942502521115,4.8016798780114,4.51520261988229
Sprtn,4.64982437965266,4.67263799605496,4.82163382155383,4.47686763432985,4.83617067992184,4.74393375713805,4.6964221383885,4.75137741916017,4.7574443262168,4.53682197206243,4.61518178440415,4.8398360505698
Caskin2,4.97208990759989,4.48022683704958,5.01279886714914,4.26437707095009,4.86008329986617,4.74922482067582,4.62392365658009,4.78202405444221,4.46576251819756,4.5191380524998,4.77180419352601,4.89637337647212
Styx,4.86569367740777,4.56383205528023,4.96684318210399,4.90673255128633,4.66272506830074,4.77884641161471,4.59211947193013,4.66547734575452,4.37942166925851,4.83482520741302,4.59541852958272,4.58279540093046
Mcrip2,4.26539486630421,4.69860396205381,4.17569169376185,5.1863197359342,4.78434808428185,4.44457733694655,4.51094646832549,4.36581979809137,4.78329397705998,5.26615113328038,4.76928640049449,5.14022195196323
9930021J03Rik,5.11094237491784,4.58834445390489,5.33114168705329,4.34123652491269,4.92197783359211,4.76149569086867,4.79114534329425,4.61136994041507,4.39627085395073,4.43361998131374,4.62356956989687,4.47863816963916
Fxyd5,4.43164420960312,4.06705932512379,4.51069110738401,4.90673255128633,4.78156832419086,4.31973813429009,4.66341337628696,5.43939233207487,4.48163827719888,4.92934861752894,4.92443604925641,4.91929196870527
Mon1b,4.80940069280251,4.88540693801235,4.86403790390741,4.30715552966958,4.7898915878974,4.69907022171354,4.89195379596687,4.55242155306039,4.56968146965415,4.68955721220722,4.80414181553869,4.50917253778727
Epb41l1,5.00939158028259,4.49141057554226,5.04264236264902,4.42130572411609,4.63527338303682,4.70271109441154,4.79876522918184,5.09153625112462,4.4004525816347,4.61936550023846,4.54920212385077,4.59991957872166
Fbxo45,4.83930217851637,4.81593578191566,4.93138950618108,4.25646102891725,4.82811091012789,4.72972864505002,4.6008631050021,4.51080246385865,4.8793026690899,4.46474729537788,4.73872508031561,4.76589869115285
Washc3,4.47419325986513,4.48022683704958,4.64564451929126,5.27323100625248,4.62910141622939,4.5372110192956,4.67725892440454,4.67555735211195,4.84902464192154,4.91814751280837,4.54920212385077,4.65010533588988
Impa2,4.51181455828711,4.76462113478832,4.56311086245478,4.91429915101348,4.71027441983403,4.59124336213264,4.50785055503252,4.44455931906954,4.80553861441785,5.09169126425041,4.96900160168985,4.48172085252335
Trmt10c,4.56288874288138,4.83068739347513,4.60621743595277,4.94170868952931,4.61355498302341,4.66027582809114,4.79114534329425,4.41478127448397,4.73774852487588,4.55429175211689,4.74129672991079,4.90098631418602
Pex7,4.81843639065315,4.57789009626773,4.72140637381517,4.90925916321213,4.60728919666667,4.63763005182339,4.6964221383885,4.84366755477303,4.79921792504849,4.92263839593939,4.41711869242945,4.39281382378458
Pacc1,4.66660009240348,4.81296727255374,4.74882183139558,4.76606452738434,4.8145770862924,4.66960765261245,4.42164622991846,4.56873873029026,4.74434371369118,4.63586934131324,4.75153773150001,4.73264360967183
1110008P14Rik,4.18383936909366,4.40730917526836,4.44795535203604,5.35890429697556,4.68669563079683,4.4618682710038,4.8263654543393,4.7127422724456,4.53586675666191,5.19924727041647,4.74386380361459,4.75829219704244
Tab3,4.88589173788618,4.80701186661139,4.83021493259762,4.13651187563911,4.78712249867705,4.73507196612433,4.91082824395819,4.69302965093906,4.53206017123217,4.82286249342432,4.65118180110473,4.53016847027924
